# Usage of the SMARTS in these files is allowed only adhering to the CC-BY-ND license in this directory
SMARTS,trivialname,group
N1NCCC2C1CCC2,"2,3,4,4a,5,6,7,7a-octahydro-1H-cyclopenta[c]pyridazine",cyclic
N1CC2C(CC1)CCC2,"2,3,4,4a,5,6,7,7a-octahydro-1H-cyclopenta[c]pyridine",cyclic
N1NCC2C(C1)CCC2,"2,3,4,4a,5,6,7,7a-octahydro-1H-cyclopenta[d]pyridazine",cyclic
N1C2C(CNC1)CCC2,"2,3,4,4a,5,6,7,7a-octahydro-1H-cyclopenta[d]pyrimidine",cyclic
N1NC2C(CN1)CCC2,"2,3,4,4a,5,6,7,7a-octahydro-1H-cyclopenta[d]triazine",cyclic
N1C2NCCC2NCC1,"2,3,4,4a,5,6,7,7a-octahydro-1H-pyrrolo[2,3-b]pyrazine",cyclic
N1NCCC2NCCC12,"2,3,4,4a,5,6,7,7a-octahydro-1H-pyrrolo[3,2-c]pyridazine",cyclic
N1C2C(NCC2)CNC1,"2,3,4,4a,5,6,7,7a-octahydro-1H-pyrrolo[3,2-d]pyrimidine",cyclic
N1C2C(NCC1)CNC2,"2,3,4,4a,5,6,7,7a-octahydro-1H-pyrrolo[3,4-b]pyrazine",cyclic
N1C2C(CNC2)CCC1,"2,3,4,4a,5,6,7,7a-octahydro-1H-pyrrolo[3,4-b]pyridine",cyclic
O1C2C(NCC1)CCC2,"2,3,4,4a,5,6,7,7a-octahydrocyclopenta[b][1,4]oxazine",cyclic
S1C2C(NCC1)CCC2,"2,3,4,4a,5,6,7,7a-octahydrocyclopenta[b][1,4]thiazine",cyclic
O1C2C(CCC1)CCC2,"2,3,4,4a,5,6,7,7a-octahydrocyclopenta[b]pyran",cyclic
S1C2C(CCC1)CCC2,"2,3,4,4a,5,6,7,7a-octahydrocyclopenta[b]thiopyran",cyclic
S1NCCC2C1CCC2,"2,3,4,4a,5,6,7,7a-octahydrocyclopenta[e]thiazine",cyclic
O1C2NCCC2CCC1,"2,3,4,4a,5,6,7,7a-octahydropyrano[2,3-b]pyrrole",cyclic
O1C2C(CNC2)CCC1,"2,3,4,4a,5,6,7,7a-octahydropyrano[2,3-c]pyrrole",cyclic
O1C2C(NCC2)CNC1,"2,3,4,4a,5,6,7,7a-octahydropyrrolo[2,3-e][1,3]oxazine",cyclic
S1C2C(NCC2)CNC1,"2,3,4,4a,5,6,7,7a-octahydropyrrolo[2,3-e][1,3]thiazine",cyclic
O1C2C(NCC1)NCC2,"2,3,4,4a,5,6,7,7a-octahydropyrrolo[3,2-b][1,4]oxazine",cyclic
S1C2C(NCC1)NCC2,"2,3,4,4a,5,6,7,7a-octahydropyrrolo[3,2-b][1,4]thiazine",cyclic
O1C2C(NCC1)CNC2,"2,3,4,4a,5,6,7,7a-octahydropyrrolo[3,4-b][1,4]oxazine",cyclic
S1C2C(NCC1)CNC2,"2,3,4,4a,5,6,7,7a-octahydropyrrolo[3,4-b][1,4]thiazine",cyclic
O1C2C(CNC1)CNC2,"2,3,4,4a,5,6,7,7a-octahydropyrrolo[3,4-e][1,3]oxazine",cyclic
S1C2C(CNC2)CCC1,"2,3,4,4a,5,6,7,7a-octahydrothiopyrano[2,3-c]pyrrole",cyclic
N12NCCCCC1CCC2,"2,3,4,5,5a,6,7,8-octahydro-1H-pyrrolo[1,2-b]diazepine",cyclic
N12C(CCC2)CCCNC1,"2,3,4,5,5a,6,7,8-octahydro-1H-pyrrolo[1,2-c][1,3]diazepine",cyclic
O1CC2NCCCNC2C1,"2,3,4,5,5a,6,8,8a-octahydro-1H-furo[3,4-b][1,4]diazepine",cyclic
O1CC2NCCCCC2C1,"2,3,4,5,5a,6,8,8a-octahydro-1H-furo[3,4-b]azepine",cyclic
O1CC2NCCNCC2C1,"2,3,4,5,5a,6,8,8a-octahydro-1H-furo[3,4-e][1,4]diazepine",cyclic
S1CC2NCCCNC2C1,"2,3,4,5,5a,6,8,8a-octahydro-1H-thieno[3,4-b][1,4]diazepine",cyclic
S1CC2NCCCCC2C1,"2,3,4,5,5a,6,8,8a-octahydro-1H-thieno[3,4-b]azepine",cyclic
S1CC2NCCNCC2C1,"2,3,4,5,5a,6,8,8a-octahydro-1H-thieno[3,4-e][1,4]diazepine",cyclic
O1C2C(NCCNC2)CC1,"2,3,4,5,5a,7,8,8a-octahydro-1H-furo[3,2-e][1,4]diazepine",cyclic
S1C2C(NCCNC2)CC1,"2,3,4,5,5a,7,8,8a-octahydro-1H-thieno[3,2-e][1,4]diazepine",cyclic
N1C2NCNCC2NC1,"2,3,4,5,6,7,8,9-octahydro-1H-purine",cyclic
P1=CCCCCCCCC1,"2,3,4,5,6,7,8,9-octahydrophosphecine",cyclic
P1=CCCCCCC1,"2,3,4,5,6,7-hexahydrophosphocine",cyclic
N12C(NCCCC2)CCC1,"2,3,4,5,7,8,9,9a-octahydro-1H-pyrrolo[1,2-a][1,3]diazepine",cyclic
N12C(CNCCC1)CCC2,"2,3,4,5,7,8,9,9a-octahydro-1H-pyrrolo[1,2-a][1,4]diazepine",cyclic
N12C(CCNCC1)CCC2,"2,3,4,5,7,8,9,9a-octahydro-1H-pyrrolo[1,2-d][1,4]diazepine",cyclic
O1C2N(CCC2)CCCC1,"2,3,4,5,7,8,9,9a-octahydropyrrolo[2,1-b][1,3]oxazepine",cyclic
P1=CCCCC1,"2,3,4,5-tetrahydrophosphinine",cyclic
P1CC=CCCC1,"2,3,4,7-tetrahydro-1H-phosphepine",cyclic
P1NOCC=CC1,"2,3,4,7-tetrahydrooxazaphosphepine",cyclic
n1nc2c(n1)c2,"2,3,4-triazabicyclo[3.1.0]hexa-1(6),2,4-triene",cyclic
O1CC2C(NCC1)CCC2,"2,3,5,5a,6,7,8,8a-octahydro-1H-cyclopenta[e][1,4]oxazepine",cyclic
S1CC2C(NCC1)CCC2,"2,3,5,5a,6,7,8,8a-octahydro-1H-cyclopenta[e][1,4]thiazepine",cyclic
O1CC2NCCC2NCC1,"2,3,5,5a,6,7,8,8a-octahydro-1H-pyrrolo[3,2-e][1,4]oxazepine",cyclic
S1CC2NCCC2NCC1,"2,3,5,5a,6,7,8,8a-octahydro-1H-pyrrolo[3,2-e][1,4]thiazepine",cyclic
O1CC2C(NCC1)CNC2,"2,3,5,5a,6,7,8,8a-octahydro-1H-pyrrolo[3,4-e][1,4]oxazepine",cyclic
S1CC2C(NCC1)CNC2,"2,3,5,5a,6,7,8,8a-octahydro-1H-pyrrolo[3,4-e][1,4]thiazepine",cyclic
N12C(NCC1)NCC2,"2,3,5,6,7,7a-hexahydro-1H-imidazo[1,2-a]imidazole",cyclic
N12NCCC1NCC2,"2,3,5,6,7,7a-hexahydro-1H-imidazo[1,2-b]pyrazole",cyclic
N12C(NCC2)CNC1,"2,3,5,6,7,7a-hexahydro-1H-imidazo[1,2-c]imidazole",cyclic
N12NCNC1CNC2,"2,3,5,6,7,7a-hexahydro-1H-imidazo[1,5-b][1,2,4]triazole",cyclic
N12C(CNC1)CNC2,"2,3,5,6,7,7a-hexahydro-1H-imidazo[1,5-c]imidazole",cyclic
N12C(NCC1)CCC2,"2,3,5,6,7,7a-hexahydro-1H-pyrrolo[1,2-a]imidazole",cyclic
N12C(CNC1)CCC2,"2,3,5,6,7,7a-hexahydro-1H-pyrrolo[1,2-c]imidazole",cyclic
N12NNNC1CCC2,"2,3,5,6,7,7a-hexahydro-1H-pyrrolo[2,1-e]tetrazole",cyclic
O1C2N(CC1)CCN2,"2,3,5,6,7,7a-hexahydroimidazo[2,1-b][1,3]oxazole",cyclic
S1C2N(CC1)CCN2,"2,3,5,6,7,7a-hexahydroimidazo[2,1-b][1,3]thiazole",cyclic
S1C2N(CNC2)CC1,"2,3,5,6,7,7a-hexahydroimidazo[5,1-b][1,3]thiazole",cyclic
O1C2N(CC1)CCC2,"2,3,5,6,7,7a-hexahydropyrrolo[2,1-b][1,3]oxazole",cyclic
S1C2N(CC1)CCC2,"2,3,5,6,7,7a-hexahydropyrrolo[2,1-b][1,3]thiazole",cyclic
N12NCNC1CCNCC2,"2,3,5,6,7,8,9,9a-octahydro-1H-[1,2,4]triazolo[1,5-d][1,4]diazepine",cyclic
N12C(NNC1)CCNCC2,"2,3,5,6,7,8,9,9a-octahydro-1H-[1,2,4]triazolo[4,3-d][1,4]diazepine",cyclic
N12C(NCC1)NCCCC2,"2,3,5,6,7,8,9,9a-octahydro-1H-imidazo[1,2-a][1,3]diazepine",cyclic
N12C(NCC1)CNCCC2,"2,3,5,6,7,8,9,9a-octahydro-1H-imidazo[1,2-a][1,4]diazepine",cyclic
N12C(NCC1)CCCCC2,"2,3,5,6,7,8,9,9a-octahydro-1H-imidazo[1,2-a]azepine",cyclic
N12NCCCCC1NCC2,"2,3,5,6,7,8,9,9a-octahydro-1H-imidazo[1,2-b]diazepine",cyclic
N12C(NCC1)CCNCC2,"2,3,5,6,7,8,9,9a-octahydro-1H-imidazo[1,2-d][1,4]diazepine",cyclic
N12C(CNC1)CCCCC2,"2,3,5,6,7,8,9,9a-octahydro-1H-imidazo[1,5-a]azepine",cyclic
N12C(CCC1)CCCCC2,"2,3,5,6,7,8,9,9a-octahydro-1H-pyrrolo[1,2-a]azepine",cyclic
O1C2N(CC1)CCCCC2,"2,3,5,6,7,8,9,9a-octahydro-[1,3]oxazolo[3,2-a]azepine",cyclic
S1C2N(CC1)CCCCC2,"2,3,5,6,7,8,9,9a-octahydro-[1,3]thiazolo[3,2-a]azepine",cyclic
N12N(CNC1)CCCC2,"2,3,5,6,7,8-hexahydro-1H-[1,2,4]triazolo[1,2-a]pyridazine",cyclic
N12N(CCC1)CCCC2,"2,3,5,6,7,8-hexahydro-1H-pyrazolo[1,2-a]pyridazine",cyclic
N12N(NCN1)CCCC2,"2,3,5,6,7,8-hexahydro-1H-tetrazolo[2,3-a]pyridazine",cyclic
O1CC2N(CC1)CCN2,"2,3,5,6,8,8a-hexahydro-1H-imidazo[2,1-c][1,4]oxazine",cyclic
O1CC2N(CNC2)CC1,"2,3,5,6,8,8a-hexahydro-1H-imidazo[5,1-c][1,4]oxazine",cyclic
O1N2C(NCC2)CCC1,"2,3,6,7,8,8a-hexahydro-1H-imidazo[1,2-b]oxazine",cyclic
n1ncc2nc12,"2,3,6-triazabicyclo[3.1.0]hexa-1(6),2,4-triene",cyclic
C1NC=CS1,"2,3-Dihyrothiazole",cyclic
n1ncc2c1c2,"2,3-diazabicyclo[3.1.0]hexa-1,3,5-triene",cyclic
N1NCC2C1C2,"2,3-diazabicyclo[3.1.0]hexane",cyclic
N1NCC2C1CC2,"2,3-diazabicyclo[3.2.0]heptane",cyclic
P1OC=CN1,"2,3-dihydro-1,3,2-oxazaphosphole",cyclic
P1OC=NN1,"2,3-dihydro-1,3,4,2-oxadiazaphosphole",cyclic
S1PNN=C1,"2,3-dihydro-1,3,4,2-thiadiazaphosphole",cyclic
P1=C=CNCC1,"2,3-dihydro-1,4-azaphosphinine",cyclic
P1=CC=NCC1,"2,3-dihydro-1,4-azaphosphinine",cyclic
P1C=C=NCC1,"2,3-dihydro-1,4-azaphosphinine",cyclic
P1=CC=COCC1,"2,3-dihydro-1,4-oxaphosphepine",cyclic
P1C=C=COCC1,"2,3-dihydro-1,4-oxaphosphepine",cyclic
P1NC=CN1,"2,3-dihydro-1H-1,3,2-diazaphosphole",cyclic
P1C=CNC1,"2,3-dihydro-1H-1,3-azaphosphole",cyclic
P1C=CPC1,"2,3-dihydro-1H-1,3-diphosphole",cyclic
P1N=CNC1,"2,3-dihydro-1H-1,4,2-diazaphosphole",cyclic
P1NC=NC1,"2,3-dihydro-1H-1,4,2-diazaphosphole",cyclic
c1c2c(ccc1)CCC2,"2,3-dihydro-1H-Indene",cyclic
P1NC=CC=CC1,"2,3-dihydro-1H-azaphosphepine",cyclic
P1NC=CC1,"2,3-dihydro-1H-azaphosphole",cyclic
P1NNC=C1,"2,3-dihydro-1H-diazaphosphole",cyclic
P1C=CCC1,"2,3-dihydro-1H-phosphole",cyclic
P1PC=N1,"2,3-dihydroazadiphosphete",cyclic
P=1PNC1,"2,3-dihydroazadiphosphete",cyclic
N1CCC=CC=C1,"2,3-dihydroazepine",cyclic
C1N=CC1,"2,3-dihydroazete",cyclic
P1OC=CC1,"2,3-dihydrooxaphosphole",cyclic
P1NOC=C1,"2,3-dihydrooxazaphosphole",cyclic
P1=CCC1,"2,3-dihydrophosphete",cyclic
P1=CC=CCC1,"2,3-dihydrophosphinine",cyclic
P1C=C=CCC1,"2,3-dihydrophosphinine",cyclic
O1CCC2C(CC1)CCC2,"2,4,5,5a,6,7,8,8a-octahydro-1H-cyclopenta[d]oxepine",cyclic
S1CCC2C(CC1)CCC2,"2,4,5,5a,6,7,8,8a-octahydro-1H-cyclopenta[d]thiepine",cyclic
n1c2ncnc12,"2,4,6-triazabicyclo[3.1.0]hexa-1(6),2,4-triene",cyclic
N1C2NCC2NC1,"2,4,6-triazabicyclo[3.2.0]heptane",cyclic
n1nc2c1ncnc2,"2,4,7,8-tetrazabicyclo[4.2.0]octa-1,3,5-triene",cyclic
c1ccc2c(c1)Cc1c[nH]nc1-2,"2,4-Dihydroindeno[1,2-c]pyrazole",cyclic
n1c2c(nc1)c2,"2,4-diazabicyclo[3.1.0]hexa-1(6),2,4-triene",cyclic
N1C2C(CNC1)C2,"2,4-diazabicyclo[4.1.0]heptane",cyclic
N1C2C(CCNC1)CC2,"2,4-diazabicyclo[5.2.0]nonane",cyclic
n1nc2nccc2n1,"2,4-dihydropyrrolo[2,3-d]triazole",cyclic
S1C(N(C(C1)=O))=O,"2,4-thiazolidinedione",cyclic
N1C2C(NCCNC2)C1,"2,5,8-triazabicyclo[5.2.0]nonane",cyclic
C1N=CCS1,"2,5-Dihydrothiazole",cyclic
N1C2C(NCC1)C2,"2,5-diazabicyclo[4.1.0]heptane",cyclic
N1C2C(NCC1)CC2,"2,5-diazabicyclo[4.2.0]octane",cyclic
n1c2c(ncc1)cc2,"2,5-diazabicyclo[4.2.0]octane",cyclic
N1C2C(CNCC1)C2,"2,5-diazabicyclo[5.1.0]octane",cyclic
n1c2c(cncc1)c2,"2,5-diazabicyclo[5.1.0]octane",cyclic
N1C2C(CNCC1)CC2,"2,5-diazabicyclo[5.2.0]nonane",cyclic
P1N=CPC=N1,"2,5-dihydro-1,3,2,5-diazadiphosphinine",cyclic
P=1C=NPNC1,"2,5-dihydro-1,3,2,5-diazadiphosphinine",cyclic
P1OCC=N1,"2,5-dihydro-1,3,2-oxazaphosphole",cyclic
P1OCN=N1,"2,5-dihydro-1,3,4,2-oxadiazaphosphole",cyclic
P=1OCNN1,"2,5-dihydro-1,3,4,2-oxadiazaphosphole",cyclic
P1OCN=C1,"2,5-dihydro-1,4,2-oxazaphosphole",cyclic
P=1OCNC1,"2,5-dihydro-1,4,2-oxazaphosphole",cyclic
P1=CCPC1,"2,5-dihydro-1H-1,3-diphosphole",cyclic
P=1PNCN1,"2,5-dihydro-1H-1,4,2,3-diazadiphosphole",cyclic
P1NCC=C1,"2,5-dihydro-1H-azaphosphole",cyclic
P=1NNCC1,"2,5-dihydro-1H-diazaphosphole",cyclic
P1CC=CC1,"2,5-dihydro-1H-phosphole",cyclic
N1CC=CCC=C1,"2,5-dihydroazepine",cyclic
P1OCC=C1,"2,5-dihydrooxaphosphole",cyclic
P=1NOCC1,"2,5-dihydrooxazaphosphole",cyclic
P1=CCC=CC1,"2,5-dihydrophosphinine",cyclic
N1C2NCCCNC12,"2,6,8-triazabicyclo[5.1.0]octane",cyclic
n1c2ncccnc12,"2,6,8-triazabicyclo[5.1.0]octane",cyclic
n1c2nccc12,"2,6-diazabicyclo[3.1.0]hexa-1,3,5-triene",cyclic
N1C2NCCC12,"2,6-diazabicyclo[3.1.0]hexane",cyclic
N1C2C(NCC2)C1,"2,6-diazabicyclo[3.2.0]heptane",cyclic
N1C2C(NCCC1)C2,"2,6-diazabicyclo[5.1.0]octane",cyclic
n1c2c(nccc1)c2,"2,6-diazabicyclo[5.1.0]octane",cyclic
N1C2C(NCCC1)CC2,"2,6-diazabicyclo[5.2.0]nonane",cyclic
n1nc2c1nccc2,"2,7,8-triazabicyclo[4.2.0]octa-1(6),2,4-triene",cyclic
N1C2NCCCC12,"2,7-diazabicyclo[4.1.0]heptane",cyclic
N1C2C(NCCC2)C1,"2,7-diazabicyclo[4.2.0]octane",cyclic
n1c2c(nccc2)c1,"2,7-diazabicyclo[4.2.0]octane",cyclic
P1CC=CC=CC1,"2,7-dihydro-1H-phosphepine",cyclic
N1C2NCCCC2C1,"2,8-diazabicyclo[4.2.0]octane",cyclic
n1c2ncccc2c1,"2,8-diazabicyclo[4.2.0]octane",cyclic
N1C2NCCCCC12,"2,8-diazabicyclo[5.1.0]octane",cyclic
n1c2nccccc12,"2,8-diazabicyclo[5.1.0]octane",cyclic
N1C2C(NCCCC2)C1,"2,8-diazabicyclo[5.2.0]nonane",cyclic
O=C1CNC(=S)N1,2-Thiohydantoin,cyclic
C21CC3CC(C1)NC(C2)C3,2-azaadamantane,cyclic
n1c2c(c2)cc1,"2-azabicyclo[3.1.0]hexa-1,3,5-triene",cyclic
N1C2C(C2)CC1,2-azabicyclo[3.1.0]hexane,cyclic
N1C2C(CC1)CC2,2-azabicyclo[3.2.0]heptane,cyclic
N1C2C(C2)CCC1,2-azabicyclo[4.1.0]heptane,cyclic
N1C2C(CC2)CCC1,2-azabicyclo[4.2.0]octane,cyclic
n1c2c(cc2)ccc1,2-azabicyclo[4.2.0]octane,cyclic
N1C2C(C2)CCCC1,2-azabicyclo[5.1.0]octane,cyclic
n1c2c(c2)cccc1,2-azabicyclo[5.1.0]octane,cyclic
N1C2C(CC2)CCCC1,2-azabicyclo[5.2.0]nonane,cyclic
o1cc2c(c1)cccc2,2-benzofuran,cyclic
s1cc2c(c1)cccc2,2-benzothiophene,cyclic
o1n2n(cc1)cc2,"2-oxa-1,5-diazabicyclo[3.2.0]hepta-3,6-diene",cyclic
O1N2NC2CC1,"2-oxa-1,6-diazabicyclo[3.1.0]hexane",cyclic
O1N2C(NC2)CC1,"2-oxa-1,6-diazabicyclo[3.2.0]heptane",cyclic
O1N2NCC2CC1,"2-oxa-1,7-diazabicyclo[3.2.0]heptane",cyclic
O1N2C(C2)CC1,2-oxa-1-azabicyclo[3.1.0]hexane,cyclic
O1N2C(CC1)CC2,2-oxa-1-azabicyclo[3.2.0]heptane,cyclic
O1N2C(C2)CCC1,2-oxa-1-azabicyclo[4.1.0]heptane,cyclic
O1N2C(CC2)CCC1,2-oxa-1-azabicyclo[4.2.0]octane,cyclic
O1NNC2C1CC2,"2-oxa-3,4-diazabicyclo[3.2.0]heptane",cyclic
o1nnc2c1cc2,"2-oxa-3,4-diazabicyclo[3.2.0]heptane",cyclic
O1NCC2C1C2,2-oxa-3-azabicyclo[3.1.0]hexane,cyclic
O1NCCC2C1C2,2-oxa-3-azabicyclo[4.1.0]heptane,cyclic
o1nccc2c1c2,2-oxa-3-azabicyclo[4.1.0]heptane,cyclic
O1C2NC2CNC1,"2-oxa-4,7-diazabicyclo[4.1.0]heptane",cyclic
O1C2C(NC1)C2,2-oxa-4-azabicyclo[3.1.0]hexane,cyclic
O1C2C(NC2)CNCC1,"2-oxa-5,8-diazabicyclo[5.2.0]nonane",cyclic
O1C2C(NCC1)C2,2-oxa-5-azabicyclo[4.1.0]heptane,cyclic
O1C2C(NCC1)CC2,2-oxa-5-azabicyclo[4.2.0]octane,cyclic
O1C2C(CNCC1)C2,2-oxa-5-azabicyclo[5.1.0]octane,cyclic
O1C2C(CNCC1)CC2,2-oxa-5-azabicyclo[5.2.0]nonane,cyclic
O1C2C(NC2)CC1,2-oxa-6-azabicyclo[3.2.0]heptane,cyclic
O1C2C(NCCC1)C2,2-oxa-6-azabicyclo[5.1.0]octane,cyclic
O1C2C(NCCC1)CC2,2-oxa-6-azabicyclo[5.2.0]nonane,cyclic
O1C2NCC2CC1,2-oxa-7-azabicyclo[3.2.0]heptane,cyclic
O1C2C(NC2)CCC1,2-oxa-7-azabicyclo[4.2.0]octane,cyclic
O1C2NCC2CCC1,2-oxa-8-azabicyclo[4.2.0]octane,cyclic
O1C2C(NC2)CCCC1,2-oxa-8-azabicyclo[5.2.0]nonane,cyclic
O1C2C(C2)CC1,2-oxabicyclo[3.1.0]hexane,cyclic
o1c2c(cc1)cc2,2-oxabicyclo[3.2.0]hept-3-ene,cyclic
O1C2C(CC1)CC2,2-oxabicyclo[3.2.0]heptane,cyclic
O1C2C(C2)CCC1,2-oxabicyclo[4.1.0]heptane,cyclic
O1C2C(CC2)CCC1,2-oxabicyclo[4.2.0]octane,cyclic
O1C2C(C2)CCCC1,2-oxabicyclo[5.1.0]octane,cyclic
O1C2C(CC2)CCCC1,2-oxabicyclo[5.2.0]nonane,cyclic
O1CCNC1=O,2-oxazolidone,cyclic
c1nc=cc1,2-pyrroline,cyclic
S1N2C(C2)CC1,2-thia-1-azabicyclo[3.1.0]hexane,cyclic
S1N2C(CC1)CC2,2-thia-1-azabicyclo[3.2.0]heptane,cyclic
S1C2C(NC1)NC2,"2-thia-4,6-diazabicyclo[3.2.0]heptane",cyclic
S1C2C(NC2)CNCC1,"2-thia-5,8-diazabicyclo[5.2.0]nonane",cyclic
S1C2C(NCC1)C2,2-thia-5-azabicyclo[4.1.0]heptane,cyclic
S1C2C(NCC1)CC2,2-thia-5-azabicyclo[4.2.0]octane,cyclic
S1C2C(CNCC1)C2,2-thia-5-azabicyclo[5.1.0]octane,cyclic
S1C2C(CNCC1)CC2,2-thia-5-azabicyclo[5.2.0]nonane,cyclic
S1C2NC2CC1,2-thia-6-azabicyclo[3.1.0]hexane,cyclic
S1C2C(NC2)CC1,2-thia-6-azabicyclo[3.2.0]heptane,cyclic
S1C2C(NCCC1)C2,2-thia-6-azabicyclo[5.1.0]octane,cyclic
S1C2C(NCCC1)CC2,2-thia-6-azabicyclo[5.2.0]nonane,cyclic
S1C2C(NC2)CCC1,2-thia-7-azabicyclo[4.2.0]octane,cyclic
S1C2C(NC2)CCCC1,2-thia-8-azabicyclo[5.2.0]nonane,cyclic
S1C2C(C2)CC1,2-thiabicyclo[3.1.0]hexane,cyclic
s1c2c(cc1)cc2,2-thiabicyclo[3.2.0]hept-3-ene,cyclic
S1C2C(CC1)CC2,2-thiabicyclo[3.2.0]heptane,cyclic
S1C2C(C2)CCC1,2-thiabicyclo[4.1.0]heptane,cyclic
S1C2C(CC2)CCC1,2-thiabicyclo[4.2.0]octane,cyclic
S1C2C(C2)CCCC1,2-thiabicyclo[5.1.0]octane,cyclic
S1C2C(CC2)CCCC1,2-thiabicyclo[5.2.0]nonane,cyclic
P=1P=CPN1,"2H-1,2,3,5-azatriphosphole",cyclic
P=1PC=PN1,"2H-1,2,3,5-azatriphosphole",cyclic
P=1PN=PC1,"2H-1,2,3,5-azatriphosphole",cyclic
P=1PNP=C1,"2H-1,2,3,5-azatriphosphole",cyclic
P1=NC=CON1,"2H-1,2,4,3-oxadiazaphosphinine",cyclic
P1N=C=CON1,"2H-1,2,4,3-oxadiazaphosphinine",cyclic
P1=CPN=C1,"2H-1,2,4-azadiphosphole",cyclic
P=1N=CPC1,"2H-1,2,4-azadiphosphole",cyclic
P=1NC=PC1,"2H-1,2,4-azadiphosphole",cyclic
P1=CPOC=C1,"2H-1,2,4-oxadiphosphinine",cyclic
P=1OC=CPC1,"2H-1,2,4-oxadiphosphinine",cyclic
P1OPC=C=C1,"2H-1,2,6-oxadiphosphinine",cyclic
P=1OPC=CC1,"2H-1,2,6-oxadiphosphinine",cyclic
C=1C=CONC=1,"2H-1,2-oxazine",cyclic
C=1C=CNSC=1,"2H-1,2-thiazine",cyclic
P1=NC=PN1,"2H-1,3,2,4-diazadiphosphole",cyclic
P1=NPN=C1,"2H-1,3,2,4-diazadiphosphole",cyclic
P=1NPN=C1,"2H-1,3,2,4-diazadiphosphole",cyclic
P=1OPN1,"2H-1,3,2,4-oxazadiphosphete",cyclic
P1=NC=CN1,"2H-1,3,2-diazaphosphole",cyclic
P1N=C=CN1,"2H-1,3,2-diazaphosphole",cyclic
P1N=CC=N1,"2H-1,3,2-diazaphosphole",cyclic
P1OC=C=CN1,"2H-1,3,2-oxazaphosphinine",cyclic
P1OC=CC=N1,"2H-1,3,2-oxazaphosphinine",cyclic
P1=C=CPC1,"2H-1,3-diphosphole",cyclic
P1=CC=PC1,"2H-1,3-diphosphole",cyclic
C1=COCN=C1,"2H-1,3-oxazine",cyclic
S1C=PC1,"2H-1,3-thiaphosphete",cyclic
P1N=CN=C1,"2H-1,4,2-diazaphosphole",cyclic
P=1N=CNC1,"2H-1,4,2-diazaphosphole",cyclic
P=1NC=NC1,"2H-1,4,2-diazaphosphole",cyclic
P1OC=CN=C1,"2H-1,4,2-oxazaphosphinine",cyclic
P=1OC=CNC1,"2H-1,4,2-oxazaphosphinine",cyclic
P1OC=NN=C1,"2H-1,4,5,2-oxadiazaphosphinine",cyclic
P=1OC=NNC1,"2H-1,4,5,2-oxadiazaphosphinine",cyclic
P=1C=COCC1,"2H-1,4-oxaphosphinine",cyclic
C1=COCC=N1,"2H-1,4-oxazine",cyclic
S1C=CP=CC1,"2H-1,4-thiaphosphinine",cyclic
S1CC=NC=C1,"2H-1,4-thiazine",cyclic
P=1PN1,2H-azadiphosphirene,cyclic
P1PC=C=N1,2H-azadiphosphole,cyclic
P=1PC=CN1,2H-azadiphosphole,cyclic
P=1PN=CC1,2H-azadiphosphole,cyclic
P=1PNC=C1,2H-azadiphosphole,cyclic
P1N=C1,2H-azaphosphirene,cyclic
P=1NC1,2H-azaphosphirene,cyclic
P1N=CC=C1,2H-azaphosphole,cyclic
P1NC=C=C1,2H-azaphosphole,cyclic
P=1NC=CC1,2H-azaphosphole,cyclic
N1=CC=CC=CC1,2H-azepine,cyclic
C1N=C1,2H-azirine,cyclic
O1CC=Nc2c1cccc2,"2H-benzo[b][1,4]oxazine",cyclic
O1NC=Cc2c1cccc2,"2H-benzo[e][1,2]oxazine",cyclic
O1CN=Cc2c1cccc2,"2H-benzo[e][1,3]oxazine",cyclic
O1C(C=Cc2c1cccc2)=O,2H-chromen-2-one,cyclic
O1c2c(C=CC1)cccc2,2H-chromene,cyclic
P1N=NC=C1,2H-diazaphosphole,cyclic
P1NN=C=C1,2H-diazaphosphole,cyclic
P=1NN=CC1,2H-diazaphosphole,cyclic
P=1NNC=C1,2H-diazaphosphole,cyclic
c1c2c(ccc1)cnc2,2H-isoindole,cyclic
P1PC=C=CO1,2H-oxadiphosphinine,cyclic
P=1POC=CC1,2H-oxadiphosphinine,cyclic
P1OC=C1,2H-oxaphosphete,cyclic
P1OC=CC=C1,2H-oxaphosphinine,cyclic
P1=PC=COP1,2H-oxatriphosphinine,cyclic
P=1PPOC=C1,2H-oxatriphosphinine,cyclic
P1NOC=C=C1,2H-oxazaphosphinine,cyclic
P=1NOC=CC1,2H-oxazaphosphinine,cyclic
P1=CC1,2H-phosphirene,cyclic
P1=CC=CC1,2H-phosphole,cyclic
P1C=C=CC1,2H-phosphole,cyclic
O1C=CC=CC1,2H-pyran,cyclic
P1=PC=PP1,2H-tetraphosphole,cyclic
P=1PPP=C1,2H-tetraphosphole,cyclic
S1PP=CC=C1,2H-thiadiphosphinine,cyclic
S1PPC=C=C1,2H-thiadiphosphinine,cyclic
S1PC=CC=C1,2H-thiaphosphinine,cyclic
S1NP=CC=C1,2H-thiazaphosphinine,cyclic
S1NPC=C=C1,2H-thiazaphosphinine,cyclic
S1C=CC1,2H-thiete,cyclic
S1C=CC=CC1,2H-thiopyran,cyclic
P1=PC=CP1,2H-triphosphole,cyclic
P=1PP=CC1,2H-triphosphole,cyclic
P=1PPC=C1,2H-triphosphole,cyclic
